glacier,Carrivick,HF,Bedmap2,Deepbedmap,Bedmachine,Shahateet
Renard_term,0.280563081252829,0.466903452766838,0.076921639066324,0.019667780678481,0.13842439528206,0.356497313290145
Renaud_Glacier,0.043610979093065,0.041812904104466,0.042388891804939,0.03238110384612,0.072193222536514,0.0590989684098923
Robillard_Glacier,0.152963340402878,0.15685149137185,0.201257149445866,0.252728904684267,0.173321249121058,0.160759776802161
Romulus_Glacier,0.071442051932699,0.11770070204811,2.48883904137813E-05,0.000182557757682,0.000689875085669,0.091814971564906
Rozier_term,0.111889568850789,0.097909808757653,0,0,0.000506079893688,0.0857792669933988
Russel_East_line,0.028373922758525,0.078525274230321,0.004605823883771,0,0.000194565206324,0.0460869663005026
RussellWest_term,0.812855677885588,0.91156231446958,0.324555222494752,0.370135644315125,0.001323282249272,0.724416230843901
Sabine_term,0.374669916372629,0.306082585880589,0.089231311836411,0.053545391206671,0.003887459086338,0.218735464511912
Sayce_Glacier,0.008621067046752,0.074377668620834,0,0.002914047430634,0.001077060372798,0.0429020278995078
SBG_term,0.546641445105415,1.1020783993927,0.454697567511077,0.15387482204004,0.010532909645779,0.514284794660569
Seller_Glacier,21.6638721169066,15.6149965724274,11.2643847732803,11.7196377354529,10.6300569381004,11.9668023066852
Sharp_Glacier,1.13026814898987,1.1434658185407,0.965939709803429,0,0.327998953214042,0.752285678050475
Simler_Glacier1,0.213992933240116,0.378715533716265,0.015315833836094,0.140309464632146,0.001242007765115,0.359235306163565
Simler_Glacier3,0.009830119968176,0.037083752437486,0.002867220609945,0.003506414014618,0.00030491194468,0.0462496522845202
Sirocco_Glacier,0.02762206075846,0.037789272493922,0.008734602509732,5.101424347122E-05,0.002753723497576,0.0614174495896541
Sjoegren_term,0.258872607097026,0.46202538383012,0.060386916383598,0,0.001424550996232,0.21736084180371
Sleipnir_Glacier,0.169317344364399,0.526861570751282,0.299615814652835,0.298972151429224,0.214523872349275,0.248586580867844
Snowshoe_Glacier,0.306665431558896,0.31579749673196,0,0.00164640558183,0.000541574975512,0.479706842050642
Solch_Glacier,0.03444305916311,0.070736467439913,0.003508277171238,0,0.000745604309249,0.0500548788750494
Somigliana_Glacier,0.200436857838374,0.081491006099565,0.008271927272753,0.061110255341065,0.000450926352293,0.136165568892214
Starbuck_Glacier,0.060395770321804,0.092293046453912,0.052275375513499,0.097063073783069,0.045896037249821,0.0795837588700515
Stefan_IcePiedmont,0.661695247129259,0.658483807713007,0.038773350113463,0.545691468880236,0.00220838504331,0.694387518520872
Stringfellow-Henson_term,1.91642210409128,2.20913570872883,1.39287340402788,2.64812060512509,0.116543292597815,1.55488036262371
Stubb_Glacier,0.028715835853544,0.027479366198974,0.03129775736555,0.074589029604325,0.007960658265336,0.0300749893491992
Swithinbank_Glacier,0.342204245564562,0.550375187332269,0.234210824006513,0.001945538043332,0.190347906188638,0.345509204501776
Talbot_Glacier,0.51455470499624,0.502044059737136,0.029655517576312,0,0.000889736975721,0.285971446717345
Temple_term,1.79735901535108,2.17624632170455,1.03877651341014,0.302418565582424,0.003389064837124,1.03013384107984
TERM_2916,0.031705700103518,0.073277099550871,0,0.002159615237182,0.000535057801399,0.0862198249186656
Todd_Glacier,0.032480233147233,0.113268787325416,0.023644399053709,0.01366678220165,0.001123412390191,0.0704599367540953
Tofani_Glacier,0.034445686013837,0.079162091758095,0.122332979480711,0.07675001530827,0.145031401908178,0.0633486682568894
TPE_10_term,0.147924218218727,0.328856157107314,0.145753561566037,0.037482878863772,0.000642008061817,0.128640208000964
TPE11_term,0.181380724945793,0.150944981327765,0,0.002829693713397,0.00079149303582,0.136878316412136
TPE114_term,0.085407364588544,0.139015385501908,0.002851876084307,0,0.013181501238114,0.109435468363394
TPE120_term,0.305720053155334,0.413848324810243,0.28962297753423,0.63212848774943,0.00169917772211,0.531730279167773
TPE121_term,0.207816004932391,0.256099043299949,0.195320357983668,0.379747075989958,0.00116409960532,0.32317492792894
TPE125_term,0.133333979729787,0.100345737321955,0.001383157002098,0.280290114740394,0.000255946398394,0.11987545478701
TPE126_term,0.402027654381359,0.352521550653878,0.104101717277579,0.28446389868234,0.001131010281478,0.482310203894671
TPE13_term,0.046151798894849,0.097260969370744,0.010136169465282,0.074809264176272,0.000676782980845,0.12329381637638
TPE130_term,0.033652243776604,0.040094710741523,0.004087215130475,0.004744690611001,0.00024681836785,0.0455984790684147
TPE24_term,0.018349924216304,0.029637337416234,0.004595716162473,0.006633677274513,0.000127539758106,0.0355714168886874
TPE31_term,0.048954971172586,0.027126579171596,0.046762015294513,0.016231227361507,0.00023178308604,0.0492533527824233
TPE32_term,0.102833479499748,0.231149932998554,0.201215293462385,0.124734594822713,0.000721342198882,0.151434426433274
TPE34_term,0.002158671075875,0.00311905445228,5.98676595865352E-05,0.000642775501061,3.23157488675091E-05,0.00404288452717461
TPE35_term,0.048448352674118,0.056069921029548,0.002876514175431,0.051827502598565,0.00024111543421,0.0707017690803916
TPE39_term,0.408513109823243,0.328788984834904,0.311871905038181,0.494957415990372,0.000167630371068,0.329689006508991
TPE40_term,0.645309900877888,0.525445383597328,0.431170211373826,1.04732242769687,6.63667616351125E-06,0.552393137250331
TPE41_term,0.073770647480572,0.092854918846623,0.015209440376026,0.172777133134797,0.000586026673467,0.113676910999398
TPE46_term,0.039671171803329,0.10509666191643,0,0,0.000568039702622,0.0684528941268358
TPE50_term,0.012366583157644,0.039427679463596,3.56601728883894E-06,0.002898768079413,0.00026552119344,0.0360611978067578
TPE57_term,0.147543230976024,0.210505078665586,0.004115290503124,0.528759383617603,0.003950609477415,0.226848624126162
TPE6_term,0.215651277256376,0.234424813721385,0.05247079847863,0.153491457831727,0.000317546416402,0.162140069128829
TPE61-1_term,0.05439443299389,0.046466903849008,0,0,0.001003920352941,0.0507075290601068
TPE62_term,0.137141269987768,0.237587220270641,0.048063016822752,0,0.00805883645404,0.229630385949701
TPE8_term,0.189149747169411,0.230058303705286,0.053199418996874,0.136029979064805,0.000627937753355,0.203644109664829
TPE9_term,0.076255798907856,0.057489245360176,0.000915729090367,0.011316833967143,0.000294024078575,0.0721140927070669
Trooz_Glacier,2.71704072482591,2.6405371488514,0.959934375429199,0.000172490170253,0.786122742282347,1.39367788518284
Vallot_Glacier,0.811503751470791,0.555084537515725,0,0.247990416342228,0.001431498376752,0.47532759811937
Victory_term,0.232966596957564,0.379210573280081,0.16931653381782,0.214058877916483,0.000924642477241,0.224324848974035
Vogel_Glacier,0.122231899759982,0.135068528397803,0,0.003055750193352,0.00061996746712,0.0966417665254801
Weir_Glacier,0.138143287426799,0.605661567184468,0.00152164310003,0,0.001398231237775,0.283008231690682
Wellman_term,0.015398973033711,0.070774100485056,0,0,0.002222163677192,0.0752341242531787
Wheatstone_term,0.074064641519367,0.154811897801945,0,0.02764420884959,0.001168930713041,0.119291698201062
Whitecloud_term,0.202582802533529,0.604731090346029,0,0.087544762133465,0.005439822147513,0.209345901065131
Widdowson_Glacier,0.559871652135729,0.427416750577268,0,0,0.002249005562431,0.563545289554894
Wiggins_Glacier,0.099539219395616,0.216130496812884,0.029259589221065,0.038988603243608,0.005792834486151,0.142075746195926
WilkinsonMurphy_Glacier,6.19146226881653,3.48616610344378,2.24722178966715,0.101300403354534,0.705516701439588,2.47366129344375
Woddbury_term,0.00310422845427,0.008826942541044,0,0.002748929761374,7.47880433512919E-05,0.00866469137439439
Zephyr_Glacier,0.138132874500127,0.110385550149618,0.007679680991371,0.052604229305788,0.000354014005008,0.136960941063836
Zonda_Glacier,0.142141085685363,0.448136334386875,0,0.000983527524088,0.072813848872609,0.354861188107098
