glacier,Carrivick,HF,Bedmap2,Deepbedmap,Bedmachine,Shahateet
ADD_1932,0.2595208416808,0.256289434878715,0,0,0.001203476873983,0.157327433221562
ADD_1933,0.131855284971347,0.13523152421586,0,0.162802584018336,0.001622407206207,0.148986735835229
ADD_1937,0.001521755263449,0.00398125831213,0,0.008588911760201,6.72668427271323E-05,0.0046699902508725
ADD_1938,0.009663292688312,0.010578036462346,0,0.003892855157817,0.000564203986631,0.0151357962068716
ADD_1943,0.042249148313242,0.048534581708432,0,0,0.000252753880846,0.073125416751785
ADD_1960,0.002323208611153,0.005811104387519,0,0,3.82311871183939E-05,0.00569327386963052
ADD_1961,0.026917150631503,0.053807478607905,3.59798342792832E-05,0,0.000362071573642,0.0567902387894756
ADD_1962,0.055616011177631,0.062399972585838,0,0.058158145280624,0.000217683332353,0.0402942680506724
ADD_1966,0.06487150123131,0.074925369834438,0,0.037918675748429,0.002295380097557,0.0631668085166125
ADD_1973,0.026809008067176,0.036424866209347,0,0.001496116086773,0.00021144876961,0.0337154129304539
ADD_1988,0.058276239587259,0.056366714756149,0,0,0.000289208779768,0.0541112811973015
ADD_1992,0.022842875234592,0.050703983131943,0,0,0.00027019282932,0.0386370987220794
ADD_1994,0.003581254504983,0.012334594017113,0.000118632470237,0,4.12268165857727E-05,0.0128409380381179
ADD_2009,0.027788824843924,0.056026214304097,6.54464970072767E-05,0.082364568932432,0.002203249331327,0.0423782539537707
ADD_2013,0.21322741536365,0.136071915906835,0.103306775749939,0.143212556323596,0.116131384650162,0.133091996546879
ADD_2034,0.220079283015099,0.134631367394252,0.110150832783804,0.163369754467957,0.113341579953436,0.123751815023053
ADD_2069,0.043351043533527,0.039980539945946,0.047433503247969,0.066464294146583,0.020290052750789,0.0299185782361587
ADD_2125,0.022786352582976,0.020543404431859,0.030004278894657,0.046765996562201,0.016253365736482,0.0171336637472553
ADD_2219,0.026149108447956,0.019817344121333,0.009383202508826,0.017465291295099,0.005973724078711,0.0188059558764492
ADD_2270,0.01289657308355,0.01905045318293,0.003292129214295,0.000832257696934,0.000229693280467,0.00915910441713706
ADD_2321,0.049952781306328,0.066394266464225,0.002677656799258,0.000477437607548,0.000180122005686,0.0435794301883552
ADD_2365,0.072319839485597,0.03576320867474,0.034949726425466,0.002698837171217,0.005120658570599,0.0808860148545544
ADD_2486_2,0.205481475147197,0.15535968030077,0.096263323470543,0.031733904303496,0.001055171872267,0.0923253960369382
ADD_2486,0.141351839487185,0.102338403621559,0.028448345295997,0.014014631156547,0.083968188397718,0.122058320103349
Ahlmann_Glacier,0.211360132415903,0.421614787546152,0.306359892825964,0.073321567987665,0.612424762778466,0.40595694578742
Aitkenhead1_term,0.070397853142345,0.252824065017365,0.067220823448749,0,0.002477619283866,0.118030243290063
Aitkenhead2_term,0.102833477750838,0.232558396371183,0.201215278772951,0.132007354914464,0.00072261291225,0.149986572681792
AMR_term,0.084245431634247,0.306276626234171,0,0,0.005429643030342,0.21108147711123
Anderson_Glacier,0.223269454379388,0.406170556100442,0.332191017893882,0.202976757980032,0.500784282900235,0.257339831536491
Andrew_term,0.160232416785005,0.162153492196292,0,0.03476888064761,0.001175551394663,0.170309760132683
Anthony_Glacier,0.640731437730546,0.895623391755533,0.617569826009631,0.503045391819199,0.701797009316673,0.761435573894365
Aphrodite_Glacier,0.153554622464513,0.123422527935149,0.095160038455482,0.229251771435564,0.13379958641799,0.100446148624745
APPE_term,1.10277266762688,0.596000587085772,0.552497125764029,0.095893398441909,0.239640922534739,0.493809657841411
Archer_Glacier,0.053117134125078,0.193389197309281,0,0,0.000703007049655,0.103182807466075
Arena_term,0.016386163680949,0.014013929439161,7.97682993553328E-05,0.023421896194507,7.48306759144989E-05,0.0118569505502976
ArronIcefall1_term,0.886230711684731,0.615168322291057,0,0.000334030767595,0.006151685648114,0.628219205200919
Athene_Glacier,0.082200113787187,0.113523677178762,0.038253295386809,0.004811705623108,0.027026660270688,0.0682625790131382
Attlee_Glacier,0.496183919335111,0.590344265895709,0.422076941390821,0.001235539050245,0.513223691286614,0.546427373196111
Avsyuk_Glacier,0.65323136898366,0.608800058587776,0.000520150776621,0.218917159743284,0.000922167812346,0.397625831223506
Bader_Galcier1,0.000617770577801,0.002248315307051,1.37143491181336E-05,0,7.51703592739136E-06,0.00130602404183323
Bader_Glacier2,8.05960156311045E-06,1.46414817304485E-05,0,7.62653380920508E-05,1.19779934151472E-07,3.80822652473032E-05
Bagshawe-Grubb_term,0.574875155292989,0.715937260256516,0,0.017265173186776,0.070214436296878,0.65054039346133
Balch_Glacier,0.206324880178033,0.149528859426234,0.096573343782773,0,0.24019304055321,0.183266595198429
Barnes_Glacier,0.083079277387895,0.139315429328362,0.029427858463651,0,0,0.117357329490005
Bayly_term,0.215661095428395,0.181213881687439,0,0.168213972488195,0.011697332149484,0.189234249515738
Beaglehole_Glacier1,0.053727639247924,0.1226882906123,0.040248411040047,0.0235469997052312,0.0273072086958855,0.0532254749124932
Beaglehole_Glacier2,0.007945356863155,0.056206737980391,0.035428051980721,0.004119347347431,0.054846208370548,0.0309082665985611
Bevin_Glacier,0.041724469378707,0.365196458399501,0.264346905709111,0.175123602526775,0.003491964942206,0.245744649432327
Bilgeri_Glacier,0.082472668603528,0.186370441784195,0,0.000755958213605,0.000328317222679,0.0874571990710822
Bills_Glacier,0.62362814947387,0.558760128900893,0.539272866147334,0.029014876472086,0.539285450236408,0.437624361591765
Birley_Glacier,0.497457593759166,1.28516895069144,0.576879126689569,0,0.158755731485328,0.512645217424018
Blanchard_term,0.069489883912819,0.090410745605003,0,0,0.002046910320305,0.0657521568781964
Bleriot1_term,0.359190870748348,0.683177186321994,0.403034728765597,0.205062972328946,0.141966825692202,0.581360728414192
Bolton_Glacier,0.027483104721407,0.085317474563416,0,0.001936535030424,0.001034088657946,0.0747448838636743
Boydell_term,0.01643375783318,0.031643706320515,0,0,8.15153892473267E-05,0.0171591386867413
Breitfuss_Glacier,0.254583360165884,0.197021476743378,0.0373562611309003,0,0.0608671972791083,0.163570031128404
Broad-Valley_term,0.428389693968617,0.468457207350258,0.14006599019927,0.098018221940789,0.060271840079502,0.449949712931072
Bucher_Glacier1,0.006343015874309,0.013844437492963,0.002360939783574,0,0.000864791423485,0.0102043063150781
Bucher_Glacier2,0.000454916145808,0.000485531436306,0.00015279882953,0,6.1054041960463E-05,0.000293977409398515
Bussey_Glacier,0.029495338567492,0.073728746879685,0,0.00801355130357,0.000484236816547,0.0560074502090793
Cadman_Glacier,4.3331550496583,2.01929160992967,0,0,0.006253592861836,0.898034058239342
Cardell_Glacier,0.013828319141681,0.032111405305598,0,0,0.000475891339393,0.0269541278580906
Carlson_Glacier,1.46943925853117,0.818880952365859,0.346497635648519,1.25825534283794,2.78996055069595,0.988945436680828
Casey_Glacier,0.576610893799681,0.685846712241017,0.835752610710976,1.48106508126854,1.26259033227755,0.459491483281591
Centurian_Glacier,4.42074405196658E-05,0.00024120785438,6.61802256291727E-06,0.000244592397572,1.75278606231766E-06,7.24043806134466E-05
Chamberlin_Glacier,0.033827266693816,0.153598901653702,0.192917665924766,0.175865221014252,0.111690486055027,0.12416401164741
Clarke_Glacier,0.593391562790222,0.572096424735986,0.182960847772761,0,0.007692358031496,0.497508843225081
CLM_term,2.23578917346719,2.51170651062022,1.05000951691866,1.25345725240193,0.062001105456119,2.08568041460813
Comrie_Glacier,0.349928747532085,1.09980428735009,0,0,0.00208628693341,0.493142225133064
Cordini_Glacier,0.432771974460158,0.555926672975722,0.45275476551688,0.771523257136486,0.434043802461655,0.368376704576487
Crane_Glacier,1.29010104708602,1.9990695978969,0.882238777848391,0,0.001362929982632,0.979557816805257
Cronus_Glacier,0.043566575707345,0.041275396236962,0.009291881023241,0.007275371840209,0.004293812032147,0.0275662671473693
Daspit_Glacier,0.143672873840718,0.233774241377015,0.123210233957023,0.018802378415407,0.227582799004964,0.249482635919321
DBE_term,1.49256359455818,0.692436223415385,0.439410114448017,0.17112857902292,0.149413596069019,0.816600611638456
DeeIce_Piedmont,0.171867401606855,0.177616062300644,0.07176669948483,0,0.011392031707713,0.199734888565908
Demorest_Glacier,0.387566606673011,0.574218756539814,0.442795645370868,0.001302980755954,0.776077806065185,0.31559038376482
Depot_term,0.000493550722737,0.000743673273055,0,0,2.36496368719258E-06,0.00109143192756528
Deville_term,0.060384266650229,0.118206801696861,0,0.067356491524738,0.014076872740986,0.126128468078213
DGC10_term,0.039651888540202,0.094122227711903,0,0.300953980907124,0.003406555839406,0.0786918074228276
DGC13_term,0.011120025409407,0.01730627615133,0,0.000119756100368,0.000630179665633,0.017614290027088
DGC14_term,0.001689693099556,0.00502489554002,0,0.000993673764525,3.41010448525298E-05,0.00404426486239919
DGC22_term,0.006558959788739,0.01916549880815,0,0.001651955962438,0.000151181847911,0.0262706720698962
DGC23_term,0.011323188449518,0.039398122419849,0,0,0.000223022332744,0.0407428421783328
DGC25_term,0.007949923243229,0.033258987606422,0,0,0.000482761645998,0.0254407232845385
DGC31_term,0.001000894044023,0.001404718653741,0,0.002924392035508,1.47013944778209E-05,0.00291765152257432
DGC39_term,0.008743821078506,0.018237395465356,0,0.048813771364495,0.000280866829395,0.0171244627868463
DGC72_term,0.038367766294461,0.167980210666092,0,0.011846585193042,0.007753590429261,0.12254416616135
DGC8_term,0.005516852394805,0.018753781951969,0,0.008245659104327,0.000106752596381,0.0137415389011243
Diplock_term,0.194195848565873,0.350502833894155,0.125447168096184,0.001596448235924,0.004596243406058,0.297481407089657
Doyle_Galcier2,0.020283370374453,0.018130869317409,0.001876101955992,0.026571036578058,9.63174064456051E-05,0.0150348412741608
Doyle_Glacier1,0.093557429271739,0.103160783988368,0.004501131830304,0.063975738582512,0.000769165353741,0.131691613195997
Drummod_Glacier,1.09360388959947,1.81380224193263,0.056776357276716,0,0.193125654156264,0.838369447398787
Drygalski_term,4.29464914930492,1.67420602130814,1.20413610132821,0.012245310854384,0.000653282857132,2.32053996419252
Duse1_term,0.310687159299479,0.449371029556611,0.269166531986135,0.416150358256618,0.002031468368647,0.527535069092144
Eden_Glacier,0.057235600768087,0.06712277095274,0.061432337922047,0,0.071940041650299,0.0777656864113676
Erskine_Glacier1,0.099857770927821,0.255442367611204,0.018007409860001,0,0.066805304129159,0.103478342389178
Erskine_Glacier2,0.481235025437411,2.23452458158413,0.033622037122448,0.421466644656861,0.671563781433667,0.777768019224605
Eureka_Glacier2,4.31338974405876,2.57455073638013,2.12061214583444,2.49542714413712,2.24784654302609,1.82022262232335
Evans_Glacier,1.23003432343538,0.688855227757232,0.319618619349716,0.561227801036912,0.125695611289879,0.498472075085176
Eyrie1_term,0.069825907348252,0.132560977306466,0.008206067679526,0.03892033213038,0.000496776104442,0.095206243888336
Field_Glacier,0.098534225061975,0.326044374852003,0.397318455762205,0,0.007165112860895,0.258533108060766
Flask_Glacier,1.68187187689912,1.67209208569166,1.26462728893777,0.883907620446079,1.17360206723561,0.944509083334107
Flint_Glacier,0.066407881670241,0.205875231717505,0.212306989836835,0,0.005374904429412,0.136690298815633
Forbes_Glacier,0.226958040048599,0.429876503512072,0.194376660866318,0.052509254284271,0.186746544230736,0.280125108456981
Forel_Glacier,0.008551533751367,0.027623415082217,0.020944257693311,0,0.00016692675425,0.0188233099007471
Franca_Glacier,0.006198606069861,0.010359942688668,0.019007910859167,0.024948746598337,0.033698124018132,0.0191558225764272
Fricker_Glacier,0.421432819437624,0.864993051516343,0.643535912764429,0,1.02830902921035,0.52148648814887
Friedrichsen_Glacier,0.025094653016638,0.049023359168489,0.03123131211614,0.000463952363498,0.07714993135162,0.0357154902953738
Funk_Glacier,0.100994998921141,0.458393082210373,0,0,0.001008935648454,0.259905277083696
Glaciar_NueveDeJulio,0.035549893776436,0.043075997580997,0.002756267269019,0,0.004029087626274,0.039372372033019
Goodwin_Glacier,0.00167658685655,0.021320213345807,0,0.001132480623955,0.00061070935329,0.0184647675361467
Gould_Glacier,0.087501511182693,0.445113643658751,0.55148858114532,0,0.9224156092623,0.314676168420473
Hariot_Glacier,2.90302859575834,2.08216104230131,0.346199981578213,0.073236404629487,0.483073866053366,1.15084535407676
Hariot_Glacier2,0.477572937176215,0.355606236779118,0.262953133547796,0,0.138345030288003,0.362044010255838
Hariot_Glacier3,0.13650562299039,0.049519211416984,0.007709510304836,0,0.000878284397419,0.0484886300667472
Heim_Glacier,0.428255371301286,0.232392026074216,0.107774392131167,0.004849416052689,0.002138458614286,0.317862838706182
Hektoria_Glacier,10.040927339603,7.45774430045213,3.61784218275599,3.01050977857244,0.557622211962745,3.40335702147896
Hess_Glacier,0.038761239201962,0.049546081026751,0.016360399190997,0.011102416302015,0.031265546813689,0.0524286966499631
Hoek_Glacier,0.534329889830559,0.27748459840825,0.080792598001016,0.127982423084057,0.000910851156252,0.369922287956458
Hopkins_Glacier,0.221812177564597,0.358087730964405,0.132553252593226,0.005069864703527,0.022546731899116,0.436120947042436
Hugi_Glacier,3.40831656702985,3.72878055752046,3.99683164896322,0.374116845206261,0.163575376835064,2.55457190772657
Hugi_Glacier2,0.057262469882849,0.050425309388414,0.033512662844432,0,0.000500804728649,0.0524736268900494
Huidobro_IceField,0.015800619806223,0.019601287613967,0,0.039919645833091,0.000132065409014,0.0231268010637818
Jorum_Glacier1,0.170680859238563,0.117136135950818,0.000720856360309,0,0.000601187878538,0.0904448038444402
Jorum_Glacier2,0.072735538307116,0.058098390719596,0.015512865688602,0,0.0008477897631,0.0429520621063144
Jorum_Glacier3,0.566378890235429,0.436704100434881,0.152023884245606,0,0.000769806656648,0.215761721904173
Krebs_term,0.034065827607081,0.111722332928202,0,0,0.000403725088485,0.0732414388230699
LAB2_term,0.006919406381926,0.007329476255822,0.000360085395122,0.000550389268292,4.64653106908809E-05,0.00438850931864414
