glacier,Carrivick,HF,Shahateet,diff_car,diff_hf
McMorrin_Glacier,0.006835212611486,0.014575289748824,0.0102042255678889,0.395437093751232,0.352796584200093
McNeile_term,0.222224396601326,0.269490015567441,0.190609258164406,0.153161633369549,0.342885815764221
Melville_Glacier,0.111930150130384,0.124545598102782,0.0626335145337774,0.564798358139962,0.661527696086663
MercatorPiedmont_Glacier,4.40569821450155,3.682194270795,2.41709709531067,0.582928559011867,0.414834150247221
Miethe_Glacier,0.075606473929369,0.113257755837124,0.0657631645884311,0.139256341660639,0.530603810278624
Mitterling_Glacier,0.017231958001147,0.024201939619692,0.0184029074998407,0.0657193163061745,0.272224054863122
Mondor_term,0.00801957763737,0.009142007580038,0.0084955698592561,0.0576431087864447,0.0733023254476802
Montgolfier_term,0.084357538205188,0.202054380510615,0.152152403052523,0.573293997595331,0.281767485964576
Morrison_Glacier1,0.031598383156524,0.081180956627359,0.0435399260694842,0.317854980660831,0.603604300161476
Morrison_Glacier2,0.003786249215108,0.005570112868214,0.00268430967373381,0.340601039355174,0.699213828663349
Muller_IceShelf,1.20945561495019,0.395681007006736,0.470031188060603,0.880536156121062,0.171766509649512
Neny_Glacier,0.493391237391714,0.544258030687529,0.365066367071773,0.298966121687839,0.394120435033545
Niepce_Glacier,0.085409954103256,0.320673472740839,0.396645579692754,1.29128535518981,0.211822359086017
no_data_13,0.025962447330117,0.070215005792904,0.0991575983175788,1.16999878969929,0.3417623844975
No_name_1,0.05077609136641,0.101938736256102,0.112651338682885,0.757219853458032,0.0998424780813264
no_name_11,0.018613728619155,0.07328778192824,0.0883039483229327,1.30362390386625,0.185853154382988
no_name_12,0.008410098930919,0.018863507259089,0.023813627395563,0.956036450196954,0.231979966627606
no_name_13,0.00276304132986,0.006572402333755,0.00793564246600474,0.96696027938391,0.187928856171207
no_name_14,0.04990235127759,0.084523051745813,0.118630075986966,0.815602383765467,0.335776511263132
no_name_3,0.022679142242287,0.026177351471446,0.0265329617125398,0.156620796940132,0.0134930042951003
no_name_4,0.015788905404366,0.058852210406146,0.0376742541966201,0.818707646745608,0.438801033409423
no_name_5,0.131598421202269,0.10438701718568,0.196489919490173,0.395573327299277,0.612229726359646
no_name_6,0.066658695330315,0.107972937471749,0.0877234458281041,0.272891026639843,0.206948041677581
no_name_7,0.023316441951449,0.066911787991098,0.0969749594151934,1.22466804155414,0.366877394296756
no_name_8,0.004990768570305,0.02537708209785,0.0318771140431106,1.45852398168492,0.227058709522615
no_name7,0.005955877965299,0.025800485680169,0.0304567158125772,1.34573428065784,0.165533656451382
no_name9,0.029980169608521,0.043033623968043,0.0537685268636396,0.568089015284584,0.221790586332368
Nobile_term,0.025307208237893,0.058021972519557,0.0299452682235789,0.167886049014294,0.638344548693121
Northeast_Glacier,0.292696883037846,0.247813213063006,0.271899887020831,0.0736702621053026,0.0926921948049395
Nye_Glacier,0.063545490478722,0.049359919753459,0.0672805717902878,0.0570999577115694,0.307280118587421
Orel_term,0.007109764407128,0.026262110115353,0.0248263215289951,1.10950084223238,0.0562079727306227
Otlet_Glacier,0.318783250465221,0.542909632833289,0.355047454097153,0.10763594887082,0.418421284202612
Pan_Glacier,0.021969762979236,0.030146840620405,0.00997149312523355,0.751271009177596,1.00579189669685
Peqoud_Glacier1,0.009140898135746,0.023318284518515,0.0202511518418699,0.75600400207438,0.140792855398692
Peqoud_Glacier2,0.00815684052877,0.02530054217174,0.0250387019274093,1.01711616376956,0.0104030264663877
Perutz_Glacier,0.47807160495873,0.438230542663235,0.42766286676595,0.111310190274182,0.0244087223258841
Pettus-GavinIce_term,1.03589632253758,0.935225300146428,0.559610021908586,0.597034668382122,0.50255071270522
Petzval_Glacier,0.023054577125833,0.035959247157161,0.000705126810848474,1.88129030349408,1.92307226503159
Prospect_Glacier,12.433875035708,4.88527764790624,5.02857145275759,0.848140446740015,0.0289078043041335
Rachel_Glacier,0.014065582369597,0.017759544595589,0.0149389300269872,0.0602215024647718,0.172522700288554
Reid_Glacier,0.062749678551795,0.085305129740843,0.0724233593781886,0.143130330937806,0.163341073443404
Renard_term,0.280563081252829,0.466903452766838,0.356497313290145,0.238389429598087,0.268171087586898
Renaud_Glacier,0.043610979093065,0.041812904104466,0.0590989684098923,0.301586938624058,0.342597236077781
Robillard_Glacier,0.152963340402878,0.15685149137185,0.160759776802161,0.0497026579918081,0.0246104960493388
Romulus_Glacier,0.071442051932699,0.11770070204811,0.091814971564906,0.249580927003804,0.247100658741322
Rozier_term,0.111889568850789,0.097909808757653,0.0857792669933988,0.264182279881201,0.132076899125938
Russel_East_line,0.028373922758525,0.078525274230321,0.0460869663005026,0.475767715530119,0.520627954230461
RussellWest_term,0.812855677885588,0.91156231446958,0.724416230843901,0.115060252567523,0.228787943658294
Sabine_term,0.374669916372629,0.306082585880589,0.218735464511912,0.525557930156542,0.332866300247683
Sayce_Glacier,0.008621067046752,0.074377668620834,0.0429020278995078,1.33070270287575,0.536761974241072
SBG_term,0.546641445105415,1.1020783993927,0.514284794660569,0.0609969840165008,0.727303871920211
Seller_Glacier,21.6638721169066,15.6149965724274,11.9668023066852,0.576680068206954,0.264536354697658
Sharp_Glacier,1.13026814898987,1.1434658185407,0.752285678050475,0.401563520267189,0.412691369299849
Simler_Glacier1,0.213992933240116,0.378715533716265,0.359235306163565,0.506752329838258,0.0527954614317457
Simler_Glacier3,0.009830119968176,0.037083752437486,0.0462496522845202,1.29884736878878,0.219981407878652
Sirocco_Glacier,0.02762206075846,0.037789272493922,0.0614174495896541,0.759109943418729,0.476342259868776
Sjoegren_term,0.258872607097026,0.46202538383012,0.21736084180371,0.174333681891246,0.720251700122861
Sleipnir_Glacier,0.169317344364399,0.526861570751282,0.248586580867844,0.379365838496934,0.717713980753976
Snowshoe_Glacier,0.306665431558896,0.31579749673196,0.479706842050642,0.440100487514562,0.412089129694805
Solch_Glacier,0.03444305916311,0.070736467439913,0.0500548788750494,0.369519542710949,0.342434937531643
Somigliana_Glacier,0.200436857838374,0.081491006099565,0.136165568892214,0.381882504950577,0.502392935244103
Starbuck_Glacier,0.060395770321804,0.092293046453912,0.0795837588700515,0.274154208962205,0.147888338509728
Stefan_IcePiedmont,0.661695247129259,0.658483807713007,0.694387518520872,0.0482157464422015,0.0530777910827835
Stringfellow-Henson_term,1.91642210409128,2.20913570872883,1.55488036262371,0.208303220439162,0.347636850482428
Stubb_Glacier,0.028715835853544,0.027479366198974,0.0300749893491992,0.0462369252674406,0.0901972796151859
