Lon,Lat,Thick,Elev,Unc,Day,Qual,Source
-6.6967799999999997e+01,-7.1082468999999989e+01,774.8200,2351.3834,17.6266,735301,1,IRMCR2_20091031_01
-6.6964473999999996e+01,-7.1086936999999978e+01,903.8900,2351.2785,19.9341,735301,1,IRMCR2_20091031_01
-6.6961147999999994e+01,-7.1091405999999964e+01,1055.0900,2351.2148,22.7122,735301,1,IRMCR2_20091031_01
-6.6957824000000002e+01,-7.1095874999999978e+01,1284.1700,2351.1922,27.0222,735301,1,IRMCR2_20091031_01
-6.6954515999999998e+01,-7.1100346999999971e+01,1353.5500,2351.2108,28.3443,735301,1,IRMCR2_20091031_01
-6.6951297999999994e+01,-7.1104824999999991e+01,1400.8000,2351.2706,29.2482,735301,1,IRMCR2_20091031_01
-6.6948267000000001e+01,-7.1109315999999978e+01,1372.5000,2351.3714,28.7065,735301,1,IRMCR2_20091031_01
-6.6945560000000000e+01,-7.1113826999999972e+01,1378.5500,2351.5130,28.8222,735301,1,IRMCR2_20091031_01
-6.6943331999999998e+01,-7.1118362999999988e+01,1367.9900,2351.6952,28.6202,735301,1,IRMCR2_20091031_01
-6.6941704000000001e+01,-7.1122846999999965e+01,1352.0200,2351.7823,28.3151,735301,1,IRMCR2_20091031_01
-6.6940645000000004e+01,-7.1127430999999973e+01,877.3200,2351.7603,19.4534,735301,1,IRMCR2_20091031_01
-6.6940189000000004e+01,-7.1132023999999959e+01,429.7700,2351.7790,12.0184,735301,1,IRMCR2_20091031_01
-6.6940330000000003e+01,-7.1136616999999973e+01,352.9200,2351.8384,10.9718,735301,1,IRMCR2_20091031_01
-6.6941094000000007e+01,-7.1141377999999975e+01,107.5400,2351.6272,8.6710,735301,1,IRMCR2_20091031_01
-6.6942413000000002e+01,-7.1145952999999977e+01,49.6600,2351.5323,8.4585,735301,1,IRMCR2_20091031_01
-6.6947496999999998e+01,-7.1156206999999966e+01,0.3800,2351.4631,8.4000,735301,1,IRMCR2_20091031_01
-6.6950659999999999e+01,-7.1160682999999977e+01,263.1500,2351.4970,9.9126,735301,1,IRMCR2_20091031_01
-6.6954381999999995e+01,-7.1165113999999974e+01,400.7600,2351.5702,11.6105,735301,1,IRMCR2_20091031_01
-6.6958652000000001e+01,-7.1169491999999977e+01,531.6300,2351.6828,13.5504,735301,1,IRMCR2_20091031_01
-6.6963393999999994e+01,-7.1173751999999965e+01,628.9700,2351.0595,15.1262,735301,1,IRMCR2_20091031_01
-6.6968711999999996e+01,-7.1178010999999969e+01,715.6700,2350.6453,16.5962,735301,1,IRMCR2_20091031_01
-6.6974329999999995e+01,-7.1182230999999973e+01,822.9400,2350.2723,18.4784,735301,1,IRMCR2_20091031_01
-6.6980025999999995e+01,-7.1186440999999974e+01,741.8300,2349.9405,17.0495,735301,1,IRMCR2_20091031_01
-6.6985715999999996e+01,-7.1190652999999969e+01,751.4900,2349.6497,17.2179,735301,1,IRMCR2_20091031_01
-6.5651392999999999e+01,-7.1164737999999971e+01,1829.4400,2414.4615,37.5406,735301,1,IRMCR2_20091031_02
-6.5655040999999997e+01,-7.1160299999999978e+01,1924.0200,2414.5605,39.3866,735301,1,IRMCR2_20091031_02
-6.5658558999999997e+01,-7.1155850999999956e+01,1939.9400,2414.7005,39.6977,735301,1,IRMCR2_20091031_02
-6.5661782000000002e+01,-7.1151416999999967e+01,2035.3900,2414.9575,41.5654,735301,1,IRMCR2_20091031_02
-6.5664696000000006e+01,-7.1146913999999967e+01,2077.1600,2414.7251,42.3839,735301,1,IRMCR2_20091031_02
-6.5667242000000002e+01,-7.1142388999999966e+01,2056.2800,2414.5339,41.9747,735301,1,IRMCR2_20091031_02
-6.5669466999999997e+01,-7.1137844999999984e+01,2011.9700,2414.3839,41.1068,735301,1,IRMCR2_20091031_02
-6.5671706999999998e+01,-7.1133301999999986e+01,1942.6900,2414.2752,39.7514,735301,1,IRMCR2_20091031_02
-6.5674294000000003e+01,-7.1128779999999992e+01,1852.0800,2414.2077,37.9821,735301,1,IRMCR2_20091031_02
-6.5677366000000006e+01,-7.1124294999999961e+01,1672.7600,2414.1812,34.4936,735301,1,IRMCR2_20091031_02
-6.5680940000000007e+01,-7.1119853999999975e+01,1576.8900,2414.1958,32.6373,735301,1,IRMCR2_20091031_02
-6.5684871999999999e+01,-7.1115448999999970e+01,1475.5700,2414.2512,30.6836,735301,1,IRMCR2_20091031_02
-6.5690370000000001e+01,-7.1109420999999983e+01,1354.0900,2414.1211,28.3546,735301,1,IRMCR2_20091031_02
-6.5694263000000007e+01,-7.1105004999999991e+01,1296.5700,2414.2045,27.2580,735301,1,IRMCR2_20091031_02
-6.5697929999999999e+01,-7.1100568999999965e+01,1374.2900,2414.3291,28.7407,735301,1,IRMCR2_20091031_02
-6.5701318000000001e+01,-7.1096109999999967e+01,1482.8200,2414.4948,30.8231,735301,1,IRMCR2_20091031_02
-6.5704454999999996e+01,-7.1091629999999967e+01,1477.6900,2414.7016,30.7244,735301,1,IRMCR2_20091031_02
-6.5707474000000005e+01,-7.1087141999999972e+01,1525.6600,2414.9495,31.6483,735301,1,IRMCR2_20091031_02
-6.5710438999999994e+01,-7.1082726999999977e+01,1543.4000,2415.1482,31.9905,735301,1,IRMCR2_20091031_02
-6.5713491999999988e+01,-7.1078238999999982e+01,1548.6300,2415.0860,32.0915,735301,1,IRMCR2_20091031_02
-6.5716564000000005e+01,-7.1073752999999968e+01,1538.8000,2415.0649,31.9018,735301,1,IRMCR2_20091031_02
-6.5719695000000002e+01,-7.1069270999999972e+01,1504.7200,2415.0850,31.2447,735301,1,IRMCR2_20091031_02
-6.5723029999999994e+01,-7.1064805999999976e+01,1471.7000,2415.1461,30.6092,735301,1,IRMCR2_20091031_02
-6.5726510000000019e+01,-7.1060354999999959e+01,1459.7300,2415.2483,30.3790,735301,1,IRMCR2_20091031_02
-6.5729952999999995e+01,-7.1055899999999951e+01,1430.7100,2415.3916,29.8217,735301,1,IRMCR2_20091031_02
-6.5733271000000002e+01,-7.1051432999999975e+01,1406.9000,2415.5761,29.3651,735301,1,IRMCR2_20091031_02
-6.5736501999999987e+01,-7.1046959999999970e+01,1409.0400,2415.8017,29.4061,735301,1,IRMCR2_20091031_02
-6.5739706999999996e+01,-7.1042486999999966e+01,1400.3700,2416.0683,29.2399,735301,1,IRMCR2_20091031_02
-6.5742885000000015e+01,-7.1038067999999981e+01,1367.1300,2416.3850,28.6038,735301,1,IRMCR2_20091031_02
-6.5746115000000003e+01,-7.1033592999999968e+01,1345.6100,2416.1771,28.1927,735301,1,IRMCR2_20091031_02
-6.5749336000000000e+01,-7.1029116999999985e+01,1306.1000,2416.0104,27.4394,735301,1,IRMCR2_20091031_02
-6.5752533999999997e+01,-7.1024638999999965e+01,1370.6500,2415.8848,28.6711,735301,1,IRMCR2_20091031_02
-6.5755703999999994e+01,-7.1020157999999967e+01,1432.8200,2415.8004,29.8622,735301,1,IRMCR2_20091031_02
-6.5758848000000000e+01,-7.1015675999999957e+01,1467.5100,2415.7572,30.5286,735301,1,IRMCR2_20091031_02
-6.5762118999999998e+01,-7.1011204999999975e+01,1448.3700,2415.7551,30.1607,735301,1,IRMCR2_20091031_02
-6.5765701000000021e+01,-7.1006760999999983e+01,1376.2200,2415.7940,28.7776,735301,1,IRMCR2_20091031_02
-6.5769632000000001e+01,-7.1002352999999971e+01,1277.0800,2415.8738,26.8874,735301,1,IRMCR2_20091031_02
-6.5773725999999996e+01,-7.0997961999999973e+01,1443.3700,2415.9944,30.0647,735301,1,IRMCR2_20091031_02
-6.5777790999999993e+01,-7.0993613999999965e+01,1559.3200,2416.1224,32.2979,735301,1,IRMCR2_20091031_02
-6.5781861000000021e+01,-7.0989217999999980e+01,1631.7400,2416.0300,33.6985,735301,1,IRMCR2_20091031_02
-6.5785894999999996e+01,-7.0984818999999987e+01,1709.8800,2415.9786,35.2141,735301,1,IRMCR2_20091031_02
-6.5789910000000006e+01,-7.0980418999999983e+01,1810.6400,2415.9683,37.1743,735301,1,IRMCR2_20091031_02
-6.5793920000000000e+01,-7.0976019999999977e+01,1825.1600,2415.9990,37.4572,735301,1,IRMCR2_20091031_02
-6.5797825000000003e+01,-7.0971609999999970e+01,1838.3000,2416.0707,37.7134,735301,1,IRMCR2_20091031_02
-6.5801495000000003e+01,-7.0967174999999969e+01,1859.5200,2416.1835,38.1272,735301,1,IRMCR2_20091031_02
-6.5804895000000002e+01,-7.0962713999999977e+01,1682.2100,2416.3373,34.6770,735301,1,IRMCR2_20091031_02
-6.5808035000000004e+01,-7.0958230999999984e+01,1297.3500,2416.5321,27.2728,735301,1,IRMCR2_20091031_02
-6.5810922000000005e+01,-7.0953729999999950e+01,934.3800,2416.7679,20.4887,735301,1,IRMCR2_20091031_02
-6.5813568000000004e+01,-7.0949254999999965e+01,772.3300,2416.5078,17.5829,735301,1,IRMCR2_20091031_02
-6.5816135000000003e+01,-7.0944735999999978e+01,658.1800,2416.4269,15.6154,735301,1,IRMCR2_20091031_02
-6.5818726999999996e+01,-7.0940217999999973e+01,668.8000,2416.3873,15.7949,735301,1,IRMCR2_20091031_02
-6.5821472999999997e+01,-7.0935711999999967e+01,650.8700,2416.3887,15.4923,735301,1,IRMCR2_20091031_02
-6.5824372999999994e+01,-7.0931217999999973e+01,631.0900,2416.4313,15.1615,735301,1,IRMCR2_20091031_02
-6.5827320000000000e+01,-7.0926727999999983e+01,648.6900,2416.5149,15.4557,735301,1,IRMCR2_20091031_02
-6.5830220000000011e+01,-7.0922232999999963e+01,700.9100,2416.6397,16.3423,735301,1,IRMCR2_20091031_02
-6.5833034999999995e+01,-7.0917731999999972e+01,756.0700,2416.8056,17.2979,735301,1,IRMCR2_20091031_02
-6.5835768000000002e+01,-7.0913225999999980e+01,799.2000,2417.0125,18.0568,735301,1,IRMCR2_20091031_02
-6.5838417000000021e+01,-7.0908773999999951e+01,803.8600,2417.4675,18.1394,735301,1,IRMCR2_20091031_02
-6.5841068000000007e+01,-7.0904262999999972e+01,812.9300,2417.4489,18.3003,735301,1,IRMCR2_20091031_02
-6.5843692000000004e+01,-7.0899750999999981e+01,838.1000,2417.4713,18.7490,735301,1,IRMCR2_20091031_02
-6.5846287000000004e+01,-7.0895235999999969e+01,841.3600,2417.5349,18.8073,735301,1,IRMCR2_20091031_02
-6.5848855000000000e+01,-7.0890719999999959e+01,876.0900,2417.6396,19.4312,735301,1,IRMCR2_20091031_02
-6.5851401999999993e+01,-7.0886202999999966e+01,755.3700,2417.7854,17.2856,735301,1,IRMCR2_20091031_02
-6.5853928999999994e+01,-7.0881683999999979e+01,751.0600,2417.9723,17.2104,735301,1,IRMCR2_20091031_02
-6.5856437000000000e+01,-7.0877162999999967e+01,801.9500,2418.2004,18.1055,735301,1,IRMCR2_20091031_02
-6.5858926999999994e+01,-7.0872640999999959e+01,994.3100,2418.4696,21.5875,735301,1,IRMCR2_20091031_02
-6.5861397999999994e+01,-7.0868116999999984e+01,1376.8200,2418.7801,28.7891,735301,1,IRMCR2_20091031_02
-6.5863823999999994e+01,-7.0863646999999958e+01,1697.0900,2418.8448,34.9658,735301,1,IRMCR2_20091031_02
-6.5866258000000002e+01,-7.0859123999999952e+01,1733.9300,2418.7456,35.6814,735301,1,IRMCR2_20091031_02
-6.5868668999999997e+01,-7.0854598999999965e+01,1598.7100,2418.6874,33.0592,735301,1,IRMCR2_20091031_02
-6.5871061999999995e+01,-7.0850073999999978e+01,1282.0600,2418.6704,26.9821,735301,1,IRMCR2_20091031_02
-6.5873435999999998e+01,-7.0845546999999968e+01,1111.7600,2418.6944,23.7690,735301,1,IRMCR2_20091031_02
-6.5875787000000017e+01,-7.0841017999999977e+01,958.6800,2418.7596,20.9329,735301,1,IRMCR2_20091031_02
-6.5878112999999999e+01,-7.0836487999999974e+01,805.6500,2418.8659,18.1711,735301,1,IRMCR2_20091031_02
-6.5880414000000002e+01,-7.0831955999999963e+01,773.3100,2419.0133,17.6001,735301,1,IRMCR2_20091031_02
-6.5882687000000004e+01,-7.0827420999999973e+01,602.5700,2419.2019,14.6900,735301,1,IRMCR2_20091031_02
-6.5884935999999996e+01,-7.0822884999999971e+01,406.1400,2419.4317,11.6850,735301,1,IRMCR2_20091031_02
-6.5887137999999993e+01,-7.0818398999999957e+01,84.6000,2419.3506,8.5687,735301,1,IRMCR2_20091031_02
-6.5889343999999994e+01,-7.0813862999999969e+01,2.4400,2419.3417,8.4001,735301,1,IRMCR2_20091031_02
-6.5891537999999997e+01,-7.0809325999999970e+01,0.8300,2419.3739,8.4000,735301,1,IRMCR2_20091031_02
-6.5893713000000005e+01,-7.0804787999999974e+01,3.3500,2419.4472,8.4003,735301,1,IRMCR2_20091031_02
-6.5895867999999993e+01,-7.0800248999999965e+01,3.8000,2419.5617,8.4003,735301,1,IRMCR2_20091031_02
-6.5897997000000004e+01,-7.0795707999999991e+01,1.0100,2419.7173,8.4000,735301,1,IRMCR2_20091031_02
-6.5900101000000006e+01,-7.0791164999999978e+01,6.4100,2419.9140,8.4010,735301,1,IRMCR2_20091031_02
-6.5902184000000005e+01,-7.0786620999999968e+01,161.7100,2420.1519,9.0011,735301,1,IRMCR2_20091031_02
-6.5904240999999999e+01,-7.0782075999999961e+01,257.0400,2420.4309,9.8482,735301,1,IRMCR2_20091031_02
-6.5906265000000005e+01,-7.0777528999999973e+01,269.8200,2420.7510,9.9840,735301,1,IRMCR2_20091031_02
-6.5908253000000002e+01,-7.0773027999999982e+01,188.2700,2420.6041,9.2053,735301,1,IRMCR2_20091031_02
-6.5910427999999982e+01,-7.0768480999999980e+01,103.9100,2420.4061,8.6533,735301,1,IRMCR2_20091031_02
-6.5912954999999997e+01,-7.0763956999999991e+01,67.1200,2420.2486,8.5066,735301,1,IRMCR2_20091031_02
-6.5915989999999994e+01,-7.0759470999999976e+01,192.4200,2420.1314,9.2396,735301,1,IRMCR2_20091031_02
-6.5919604000000007e+01,-7.0755036999999973e+01,224.3200,2420.0543,9.5230,735301,1,IRMCR2_20091031_02
-6.5923765000000003e+01,-7.0750660999999965e+01,405.8800,2420.0175,11.6814,735301,1,IRMCR2_20091031_02
-6.5928348000000000e+01,-7.0746333999999976e+01,450.5000,2420.0209,12.3183,735301,1,IRMCR2_20091031_02
-6.5933083999999994e+01,-7.0742024999999956e+01,415.7100,2420.0651,11.8189,735301,1,IRMCR2_20091031_02
-6.5937780000000004e+01,-7.0737709999999979e+01,389.9700,2420.1503,11.4626,735301,1,IRMCR2_20091031_02
-6.5942408999999998e+01,-7.0733387999999977e+01,414.2300,2420.2765,11.7981,735301,1,IRMCR2_20091031_02
-6.5948290000000000e+01,-7.0727884999999958e+01,419.7100,2419.9598,11.8753,735301,1,IRMCR2_20091031_02
-6.5952962999999997e+01,-7.0723558999999952e+01,457.3300,2419.9533,12.4185,735301,1,IRMCR2_20091031_02
-6.5957696999999996e+01,-7.0719238999999973e+01,536.2800,2419.9878,13.6235,735301,1,IRMCR2_20091031_02
-6.5962501000000003e+01,-7.0714927999999958e+01,504.4500,2420.0634,13.1281,735301,1,IRMCR2_20091031_02
-6.5967366999999996e+01,-7.0710624999999951e+01,499.3800,2420.1801,13.0504,735301,1,IRMCR2_20091031_02
-6.5972285999999997e+01,-7.0706328999999968e+01,598.5100,2420.3379,14.6235,735301,1,IRMCR2_20091031_02
-6.5977164999999999e+01,-7.0702095999999969e+01,455.5200,2420.1602,12.3919,735301,1,IRMCR2_20091031_02
-6.5982085999999995e+01,-7.0697803999999977e+01,604.1900,2419.9962,14.7166,735301,1,IRMCR2_20091031_02
-6.5986861000000005e+01,-7.0693492999999975e+01,605.7000,2419.8731,14.7414,735301,1,IRMCR2_20091031_02
-6.5991231000000013e+01,-7.0689132999999956e+01,663.1100,2419.7905,15.6986,735301,1,IRMCR2_20091031_02
-6.5995024000000001e+01,-7.0684707999999972e+01,774.5600,2419.7484,17.6221,735301,1,IRMCR2_20091031_02
-6.5998360000000019e+01,-7.0680242999999976e+01,853.1400,2419.7472,19.0184,735301,1,IRMCR2_20091031_02
-6.6001659000000004e+01,-7.0675777999999951e+01,941.1500,2419.7871,20.6123,735301,1,IRMCR2_20091031_02
-6.6005213999999995e+01,-7.0671335999999954e+01,1145.0500,2419.8684,24.3929,735301,1,IRMCR2_20091031_02
-6.6009119000000013e+01,-7.0666926999999973e+01,1210.8300,2419.9909,25.6321,735301,1,IRMCR2_20091031_02
-6.6013228999999995e+01,-7.0662538999999953e+01,1108.6100,2420.1547,23.7100,735301,1,IRMCR2_20091031_02
-6.6017308000000014e+01,-7.0658202999999958e+01,1268.4500,2420.3701,26.7235,735301,1,IRMCR2_20091031_02
-6.6021358000000006e+01,-7.0653808999999953e+01,1536.7800,2420.3935,31.8628,735301,1,IRMCR2_20091031_02
-6.6025328999999999e+01,-7.0649406999999982e+01,1924.6500,2420.4579,39.3989,735301,1,IRMCR2_20091031_02
-6.6029240999999999e+01,-7.0644999999999953e+01,1828.8700,2420.5634,37.5295,735301,1,IRMCR2_20091031_02
-6.6033118000000002e+01,-7.0640589999999975e+01,1889.7000,2420.7100,38.7162,735301,1,IRMCR2_20091031_02
-6.6036969999999997e+01,-7.0636175999999963e+01,1686.4300,2420.8978,34.7589,735301,1,IRMCR2_20091031_02
-6.6040801999999999e+01,-7.0631759999999971e+01,1600.3100,2421.1268,33.0901,735301,1,IRMCR2_20091031_02
-6.6044612999999998e+01,-7.0627341999999956e+01,1238.1700,2421.3968,26.1493,735301,1,IRMCR2_20091031_02
-6.6048394999999999e+01,-7.0622921999999960e+01,1104.6400,2421.7080,23.6358,735301,1,IRMCR2_20091031_02
-6.6052133999999995e+01,-7.0618498999999971e+01,941.8400,2422.0602,20.6249,735301,1,IRMCR2_20091031_02
-6.6055794000000006e+01,-7.0614120999999955e+01,596.6700,2422.0364,14.5934,735301,1,IRMCR2_20091031_02
-6.6059460000000001e+01,-7.0609688999999960e+01,488.0100,2421.9506,12.8772,735301,1,IRMCR2_20091031_02
-6.6063092999999995e+01,-7.0605254999999957e+01,534.3700,2421.9060,13.5934,735301,1,IRMCR2_20091031_02
-6.6066668000000007e+01,-7.0600815999999952e+01,246.5600,2421.9025,9.7405,735301,1,IRMCR2_20091031_02
-6.6070165000000003e+01,-7.0596370999999976e+01,371.2100,2421.9401,11.2107,735301,1,IRMCR2_20091031_02
-6.6073599999999999e+01,-7.0591919999999988e+01,529.1200,2422.0188,13.5110,735301,1,IRMCR2_20091031_02
-6.6076992000000004e+01,-7.0587466999999975e+01,457.1100,2422.1387,12.4153,735301,1,IRMCR2_20091031_02
-6.6080353000000002e+01,-7.0583010999999971e+01,617.5100,2422.2996,14.9361,735301,1,IRMCR2_20091031_02
-6.6083690000000004e+01,-7.0578552999999971e+01,803.6200,2422.5016,18.1351,735301,1,IRMCR2_20091031_02
-6.6087007000000000e+01,-7.0574094999999957e+01,832.9100,2422.7447,18.6562,735301,1,IRMCR2_20091031_02
-6.6090249999999997e+01,-7.0569699999999955e+01,831.5400,2422.6612,18.6318,735301,1,IRMCR2_20091031_02
-6.6093521999999993e+01,-7.0565233999999975e+01,1021.0300,2422.6108,22.0808,735301,1,IRMCR2_20091031_02
-6.6096772000000001e+01,-7.0560766999999970e+01,1346.8400,2422.6016,28.2162,735301,1,IRMCR2_20091031_02
-6.6099998999999997e+01,-7.0556299999999951e+01,1523.0600,2422.6334,31.5982,735301,1,IRMCR2_20091031_02
-6.6103205000000003e+01,-7.0551830999999979e+01,1184.4900,2422.7064,25.1350,735301,1,IRMCR2_20091031_02
-6.6106393999999995e+01,-7.0547361999999964e+01,723.9400,2422.8205,16.7390,735301,1,IRMCR2_20091031_02
-6.6109560000000016e+01,-7.0542890999999969e+01,543.5700,2422.9757,13.7385,735301,1,IRMCR2_20091031_02
-6.6112703999999994e+01,-7.0538418999999976e+01,649.5800,2423.1720,15.4707,735301,1,IRMCR2_20091031_02
-6.6115821999999994e+01,-7.0533944999999960e+01,732.2300,2423.4094,16.8827,735301,1,IRMCR2_20091031_02
-6.6118876999999998e+01,-7.0529520999999960e+01,785.5600,2423.5793,17.8158,735301,1,IRMCR2_20091031_02
-6.6121942000000004e+01,-7.0525039999999976e+01,949.7400,2423.5059,20.7693,735301,1,IRMCR2_20091031_02
-6.6124983999999998e+01,-7.0520556999999968e+01,1161.0200,2423.4737,24.6931,735301,1,IRMCR2_20091031_02
-6.6128003000000007e+01,-7.0516072999999977e+01,1225.0700,2423.4826,25.9013,735301,1,IRMCR2_20091031_02
-6.6130999000000003e+01,-7.0511587999999975e+01,998.8500,2423.5326,21.6712,735301,1,IRMCR2_20091031_02
-6.6133971000000003e+01,-7.0507101999999975e+01,951.4900,2423.6238,20.8013,735301,1,IRMCR2_20091031_02
-6.6136915999999999e+01,-7.0502613999999951e+01,880.2200,2423.7560,19.5058,735301,1,IRMCR2_20091031_02
-6.6139832999999996e+01,-7.0498124999999973e+01,794.2400,2423.9294,17.9691,735301,1,IRMCR2_20091031_02
-6.6142723000000004e+01,-7.0493634999999969e+01,612.9800,2424.1438,14.8613,735301,1,IRMCR2_20091031_02
-6.6145585999999994e+01,-7.0489143999999953e+01,575.1100,2424.3992,14.2429,735301,1,IRMCR2_20091031_02
-6.6148391000000004e+01,-7.0484700999999973e+01,672.0700,2424.4582,15.8503,735301,1,IRMCR2_20091031_02
-6.6151201999999998e+01,-7.0480201999999963e+01,735.9200,2424.3933,16.9467,735301,1,IRMCR2_20091031_02
-6.6153987999999998e+01,-7.0475700999999972e+01,865.4800,2424.3696,19.2401,735301,1,IRMCR2_20091031_02
-6.6156743000000006e+01,-7.0471198999999970e+01,1096.7400,2424.3870,23.4882,735301,1,IRMCR2_20091031_02
-6.6159473000000006e+01,-7.0466694999999959e+01,1166.2200,2424.4455,24.7909,735301,1,IRMCR2_20091031_02
-6.6162181000000004e+01,-7.0462190999999962e+01,760.0400,2424.5452,17.3673,735301,1,IRMCR2_20091031_02
-6.6164863999999994e+01,-7.0457686999999964e+01,728.4200,2424.6859,16.8166,735301,1,IRMCR2_20091031_02
-6.6167516000000006e+01,-7.0453180999999958e+01,899.3300,2424.8677,19.8514,735301,1,IRMCR2_20091031_02
-6.6170139000000006e+01,-7.0448673999999954e+01,347.7500,2425.0905,10.9056,735301,1,IRMCR2_20091031_02
-6.6172729000000004e+01,-7.0444164999999970e+01,91.4300,2425.3544,8.5967,735301,1,IRMCR2_20091031_02
-6.6175449000000000e+01,-7.0439357999999956e+01,0.1200,2425.2151,8.4000,735301,1,IRMCR2_20091031_02
-6.6182350999999997e+01,-7.0426874999999953e+01,0.8100,2424.7694,8.4000,735301,1,IRMCR2_20091031_02
-6.6184768000000005e+01,-7.0422350999999949e+01,117.6800,2424.6854,8.7235,735301,1,IRMCR2_20091031_02
-6.6187036000000006e+01,-7.0417818999999966e+01,217.1500,2424.6425,9.4563,735301,1,IRMCR2_20091031_02
-6.6189167999999995e+01,-7.0413278999999960e+01,172.6600,2424.6408,9.0821,735301,1,IRMCR2_20091031_02
-6.6191291000000007e+01,-7.0408738999999954e+01,273.2300,2424.6802,10.0211,735301,1,IRMCR2_20091031_02
-6.6193493000000004e+01,-7.0404204999999976e+01,357.9500,2424.7607,11.0368,735301,1,IRMCR2_20091031_02
-6.6195824000000002e+01,-7.0399679999999961e+01,320.7600,2424.8823,10.5695,735301,1,IRMCR2_20091031_02
-6.6198346999999998e+01,-7.0395218999999955e+01,130.9700,2424.8967,8.7989,735301,1,IRMCR2_20091031_02
-6.6201194999999998e+01,-7.0390717999999978e+01,262.3700,2424.8386,9.9043,735301,1,IRMCR2_20091031_02
-6.6204356000000004e+01,-7.0386242999999951e+01,157.4200,2424.8214,8.9706,735301,1,IRMCR2_20091031_02
-6.6207833000000008e+01,-7.0381797999999961e+01,113.2200,2424.8450,8.6999,735301,1,IRMCR2_20091031_02
-6.6211624999999998e+01,-7.0377384999999961e+01,191.4200,2424.9093,9.2313,735301,1,IRMCR2_20091031_02
-6.6215693000000002e+01,-7.0373003999999952e+01,341.7500,2425.0143,10.8295,735301,1,IRMCR2_20091031_02
-6.6219931000000017e+01,-7.0368642999999963e+01,753.9100,2425.1601,17.2601,735301,1,IRMCR2_20091031_02
-6.6224277000000001e+01,-7.0364295999999968e+01,794.4000,2425.3466,17.9719,735301,1,IRMCR2_20091031_02
-6.6228708000000012e+01,-7.0359959999999973e+01,399.1400,2425.5738,11.5881,735301,1,IRMCR2_20091031_02
-6.6234100999999995e+01,-7.0354831999999959e+01,230.2000,2432.0342,9.5790,735301,1,IRMCR2_20091031_02
-6.6238819000000007e+01,-7.0350504999999956e+01,151.9600,2435.0742,8.9329,735301,1,IRMCR2_20091031_02
-6.6243695000000002e+01,-7.0346203999999972e+01,88.5000,2438.1514,8.5845,735301,1,IRMCR2_20091031_02
-6.6248600999999994e+01,-7.0341915999999955e+01,194.3200,2441.2633,9.2555,735301,1,IRMCR2_20091031_02
-6.6253227999999993e+01,-7.0337600999999950e+01,243.4500,2444.4127,9.7091,735301,1,IRMCR2_20091031_02
-6.6257390999999998e+01,-7.0333243999999951e+01,263.6100,2447.5965,9.9175,735301,1,IRMCR2_20091031_02
-6.6260982999999996e+01,-7.0328850999999958e+01,312.3900,2460.1370,10.4688,735301,1,IRMCR2_20091031_02
-6.6263955999999993e+01,-7.0324365999999969e+01,375.9400,2460.9410,11.2735,735301,1,IRMCR2_20091031_02
-6.6266343000000006e+01,-7.0319853999999964e+01,465.2800,2461.7847,12.5361,735301,1,IRMCR2_20091031_02
-6.6268314000000004e+01,-7.0315325999999956e+01,549.7300,2462.6672,13.8362,735301,1,IRMCR2_20091031_02
-6.6269947000000002e+01,-7.0310778999999954e+01,618.6000,2463.5904,14.9541,735301,1,IRMCR2_20091031_02
-6.6271378999999996e+01,-7.0306213999999954e+01,769.3000,2464.5558,17.5297,735301,1,IRMCR2_20091031_02
-6.6272982999999996e+01,-7.0301648999999955e+01,931.5200,2465.5643,20.4365,735301,1,IRMCR2_20091031_02
-6.6274961000000005e+01,-7.0297100999999969e+01,958.0300,2466.6151,20.9210,735301,1,IRMCR2_20091031_02
-6.6277292000000003e+01,-7.0292573999999959e+01,1120.5100,2467.7068,23.9328,735301,1,IRMCR2_20091031_02
-6.6279859000000002e+01,-7.0288062999999951e+01,1129.0700,2468.8392,24.0931,735301,1,IRMCR2_20091031_02
-6.6282557999999995e+01,-7.0283601999999945e+01,796.4500,2471.5230,18.0081,735301,1,IRMCR2_20091031_02
-6.6285387000000000e+01,-7.0279147999999964e+01,450.9400,2465.0113,12.3247,735301,1,IRMCR2_20091031_02
-6.6288345000000007e+01,-7.0274704999999955e+01,240.1500,2458.5407,9.6762,735301,1,IRMCR2_20091031_02
-6.6291398999999998e+01,-7.0270269999999954e+01,595.0500,2452.1109,14.5669,735301,1,IRMCR2_20091031_02
-6.6294457000000008e+01,-7.0265829999999951e+01,748.8700,2445.7149,17.1721,735301,1,IRMCR2_20091031_02
-6.6297458000000006e+01,-7.0261373999999975e+01,836.8100,2439.3440,18.7259,735301,1,IRMCR2_20091031_02
-6.6300389999999993e+01,-7.0256896999999952e+01,994.8500,2432.9919,21.5975,735301,1,IRMCR2_20091031_02
-6.6303281999999996e+01,-7.0252398999999954e+01,1111.0900,2426.6560,23.7564,735301,1,IRMCR2_20091031_02
-6.6306201000000001e+01,-7.0247995999999944e+01,1203.2200,2420.4858,25.4883,735301,1,IRMCR2_20091031_02
-6.6309280000000001e+01,-7.0243585999999951e+01,1327.6400,2414.3300,27.8498,735301,1,IRMCR2_20091031_02
-6.6312479999999994e+01,-7.0239204999999956e+01,1378.4900,2393.9579,28.8211,735301,1,IRMCR2_20091031_02
-6.6315858000000006e+01,-7.0234818999999959e+01,1088.9500,2382.7847,23.3428,735301,1,IRMCR2_20091031_02
