topaccumulation,topaccumulationini,mb,surface,deltaspeed,dhdt,hobs,dhobs,dist2obs,dist2mar,flux,flux residual,mask,flux loads,visc_ref,visc_ref_mean,tau_ref,tau_ref_mean,hsia,visc_eff,htau,tau_eff,hb,costvalue,fluxadjoint,djdsmbtop,var,djdvar,grad_fluxdeltaspeed,deltaflux,deltafluxup,deltafluxup residual,deltafluxdown,deltafluxdown residual,deltahsiaup,deltahsiadown,deltahsia,dzs:0,dzs:1,dzs:2,surfslope:0,surfslope:1,surfslope:2,velocity:0,velocity:1,velocity:2,fluxdirection_sia:0,fluxdirection_sia:1,fluxdirection_sia:2,fluxdirection_sia loads:0,fluxdirection_sia loads:1,fluxdirection_sia loads:2,slopedirection_sia:0,slopedirection_sia:1,slopedirection_sia:2,graddsdx_sia:0,graddsdx_sia:1,graddsdx_sia:2,graddsdy_sia:0,graddsdy_sia:1,graddsdy_sia:2,fluxdirection_tau:0,fluxdirection_tau:1,fluxdirection_tau:2,fluxdirection_tau loads:0,fluxdirection_tau loads:1,fluxdirection_tau loads:2,slopedirection_tau:0,slopedirection_tau:1,slopedirection_tau:2,graddsdx_tau:0,graddsdx_tau:1,graddsdx_tau:2,graddsdy_tau:0,graddsdy_tau:1,graddsdy_tau:2,gradflux:0,gradflux:1,gradflux:2,x,y,z
4.807001791,4.809422165,3.310907182,138.0331373,0.2,-1.097739951,251.270004,9.788500049,100000,759.9012926,23689.49748,0,1,-3.259629011e-09,69764.53399,80144.049,472259.7795,206916.48,251.2707643,108302.9451,251.2690094,164019.3817,-123580.605,0,263.2826704,157773818.1,4.807001791,157773818.1,15.7677327,71857.00791,71857.00791,0,71857.00791,0,9.788500049,9.788500049,9.788500049,-0.000189995428,-0.0001394970789,0,0.1732311885,-0.1883229108,0,3.310907182,3.310907182,0,-0.0225286358,-0.3652877261,0,0,-5.238689482e-10,0,0.006968947744,0.112997125,0,-3.83516518e-06,-6.251565166e-06,0,-3.899547644e-05,6.915257221e-05,0,0.08633246872,-0.2849751255,0,5.820766091e-11,-2.910383046e-11,0,-0.02103866179,0.06944658682,0,5.889608157e-06,-2.761341449e-05,0,-3.287888543e-05,8.019762862e-05,0,84.72461632,-5.885952833,0,-2219021.494,1008574.506,0
11.50061752,11.60051918,9.511338548,1789.652805,0.2,-0.9378626395,285.3360003,17.1338,100000,7845.641428,-3066.744227,0,1,-5.12227416e-09,4540.712765,80144.049,50541.26341,206916.48,285.3411643,20619.40047,285.3371326,44804.09957,-289427.0816,0,48272.83902,1119577508,11.50061752,1119577508,-0.01829662498,111111.9939,111111.9939,0,111111.9939,0,17.1338,17.1338,17.1338,4.12315462e-05,8.741996931e-05,0,-0.004724609934,-0.01597234236,0,9.511338548,9.511338548,0,-0.01270002093,0.04442278688,0,-1.500666258e-11,-4.365574569e-11,0,0.004715350671,-0.01649359627,0,8.813742735e-06,1.10293774e-05,0,4.338207926e-06,1.429132878e-05,0,-0.01964631748,0.007532221943,0,-4.092726158e-12,9.094947018e-12,0,0.007064184709,-0.002708345069,0,7.220637879e-06,1.031372836e-05,0,4.002269113e-06,1.396089046e-05,0,9.155959873,-9.247442998,0,-2217779.792,970153.5142,0
11.41666821,11.52582467,9.509242851,1785.374052,0.2,-0.8655175023,291.5982998,17.4321,100000,7876.304096,-9684.541728,0,1,1.862645149e-09,4718.577871,80144.049,51767.76923,206916.48,291.5983574,21378.49393,291.5982251,45787.22647,-1000647.276,0,58059.86009,8887177270,11.41666821,8887177270,0.1462494757,110620.677,110620.677,0,110620.677,0,17.4321,17.4321,17.4321,2.912542281e-05,-6.49764025e-06,0,-0.009198074024,-0.01933688833,0,9.509242851,9.509242851,0,-0.01420131799,0.03673061507,0,-8.185452316e-12,-2.364686225e-11,0,0.005152047838,-0.01332537487,0,7.034291441e-06,1.221720743e-05,0,5.303106075e-06,1.385297177e-05,0,-0.02217187206,0.0007831078705,0,3.637978807e-12,9.094947018e-12,0,0.007782220662,-0.0002748671034,0,5.847093613e-06,1.22819837e-05,0,5.004180583e-06,1.237531621e-05,0,9.482321042,-8.751073664,0,-2218197.694,970441.7161,0
11.35633911,11.42663173,9.481145478,1785.884242,0.2,-0.7978230366,283.3070007,17.40320001,100000,7938.616747,-16385.80923,0,1,0,4476.49437,80144.049,50064.46626,206916.48,283.3149097,20375.94231,283.3144684,44486.49756,-1695308.105,0,48272.88146,7799967948,11.35633911,7799967948,0.02262614799,113666.2044,113666.2044,0,113666.2044,0,17.40320001,17.40320001,17.40320001,2.633352278e-05,-4.039827794e-05,0,-0.01511702907,-0.01414558194,0,9.481145478,9.481145478,0,-0.01574677429,0.03183061783,0,-5.456968211e-12,2.364686225e-11,0,0.005895038837,-0.01191626455,0,7.931276271e-06,1.033018167e-05,0,3.70019121e-06,1.12881951e-05,0,-0.02528834626,-0.002931859703,0,1.091393642e-11,-3.637978807e-12,0,0.009175233396,0.00106375074,0,7.113602043e-06,1.063117797e-05,0,4.515885786e-06,9.689140978e-06,0,9.167591122,-9.054460382,0,-2218624.387,970737.0834,0
10.9515682,11.00084157,9.459573919,1789.007063,0.2,-0.3962156093,326.0946999,18.224,100000,8022.915337,-22637.52998,0,1,2.328306437e-10,5757.443275,80144.049,58628.2587,206916.48,326.0929629,25757.53875,326.0927541,51203.6134,-2292096.802,0,20388.70158,5677704146,10.9515682,5677704146,-0.1324264962,103412.7189,103412.7189,0,103412.7189,0,18.224,18.224,18.224,1.833441917e-05,-3.578611215e-05,0,-0.01288191872,-0.01267462008,0,9.459573919,9.459573919,0,-0.0139205722,0.0265148022,0,-3.637978807e-12,-6.002665032e-11,0,0.004479783839,-0.00853273707,0,8.852028121e-06,7.567892608e-06,0,2.506974957e-06,9.442500614e-06,0,-0.02484940671,-0.006480926063,0,-2.728484105e-11,-1.637090463e-11,0,0.007695485489,0.002007044798,0,7.915550933e-06,6.918553411e-06,0,2.963498255e-06,6.65644904e-06,0,8.719506406,-9.381638887,0,-2219045.393,971023.5472,0
10.88954736,10.85899655,9.444994135,1789.214035,0.2,-0.2707152075,287.3659967,17.69279995,100000,8140.77843,-29075.80132,0,1,1.164153218e-09,4577.398089,80144.049,50710.58383,206916.48,287.3622252,20863.38544,287.3589535,45121.56918,-2903318.777,0,27235.21204,-5004396899,10.88954736,-5004396899,-0.4717481007,113930.1229,113930.1229,0,113930.1229,0,17.69279995,17.69279995,17.69279995,9.854008203e-06,-2.388467283e-05,0,-0.007494599943,-0.01315571221,0,9.444994135,9.444994135,0,-0.009547936526,0.02189413139,0,1.728039933e-11,9.094947018e-13,0,0.003524676617,-0.008082346666,0,7.5805478e-06,5.564054987e-06,0,3.275482384e-06,8.167285605e-06,0,-0.0216870021,-0.00925028371,0,-6.366462912e-12,1.818989404e-12,0,0.007760113743,0.003309966652,0,4.211277373e-06,5.032331219e-06,0,-2.714276607e-07,5.735071571e-06,0,7.925322572,-10.28406307,0,-2219470.318,971304.1529,0
10.97971181,10.80487468,9.437251585,1787.269078,0.2,-0.2252730988,161.2909138,15.76999996,100000,8272.412953,-34957.24607,0,1,-1.396983862e-09,1659.142109,80144.049,26986.20175,206916.48,161.4496649,7981.12117,161.3953699,25342.56288,-3425793.63,0,-454612.4599,-9.882907839e+10,10.97971181,-9.882907839e+10,-1.33905444,180744.9704,180744.9704,0,180744.9704,0,15.76999996,15.76999996,15.76999996,2.956386288e-06,-1.10052204e-05,0,-0.006253601564,-0.01250055551,0,9.437251585,9.437251585,0,-0.002786348006,0.01608457692,0,-2.728484105e-12,-7.275957614e-12,0,0.001287031298,-0.007429565105,0,7.376426444e-06,2.729615358e-06,0,3.845729743e-07,7.600536835e-06,0,-0.01635400345,-0.01269512591,0,-2.728484105e-12,4.547473509e-12,0,0.008646660158,0.006712144813,0,5.948673596e-06,8.735672304e-07,0,7.853509038e-07,2.909011818e-06,0,5.130898973,-11.82617117,0,-2219896.646,971582.6879,0
10.66461017,10.36004017,9.436274816,1785.617115,0.2,0.2184664098,430.1499837,12.02380017,100000,8453.800648,-39847.303,0,1,-3.725290298e-09,9469.30308,80144.049,80171.61319,206916.48,430.1228623,40862.30485,430.1164507,67537.58304,-3958402.358,0,7611992.269,-1.335754799e+11,10.66461017,-1.335754799e+11,-2.741146027,51727.42975,51727.42975,0,51727.42975,0,12.02380017,12.02380017,12.02380017,-2.991675325e-06,2.121237449e-06,0,-0.01171299769,-0.01329713049,0,9.436274816,9.436274816,0,0.00399822033,0.01123658169,0,5.456968211e-12,1.273292582e-11,0,-0.0009533856373,-0.002679391006,0,6.742953699e-06,1.538285689e-06,0,-7.951060887e-09,6.71387229e-06,0,-0.0109503336,-0.01563054064,0,-1.091393642e-11,-5.456968211e-12,0,0.002474715732,0.003532417024,0,7.18944294e-06,-1.00017801e-06,0,1.858930507e-06,8.195164147e-07,0,-1.665146153,-12.04058398,0,-2220317.884,971864.436,0
10.53012754,10.3457474,9.442082197,1786.439468,0.2,0.2392695228,387.0299972,11.42260011,100000,8656.884744,-40340.22484,0,1,2.793967724e-09,7768.893871,80144.049,70574.25027,206916.48,386.9957871,34264.60349,386.9849912,60765.01128,-4093232.603,0,9026699.365,-7.1962253e+10,10.53012754,-7.1962253e+10,-3.338974949,54617.32332,54617.32332,0,54617.32332,0,11.42260011,11.42260011,11.42260011,5.852175205e-05,9.950666353e-06,0,-0.008944773051,-0.01473698931,0,9.442082197,9.442082197,0,0.01210107063,0.00834408426,0,-2.273736754e-11,-2.182787284e-11,0,-0.003247603984,-0.002239329238,0,8.740537953e-06,-2.708432575e-07,0,3.029863887e-06,5.364196575e-06,0,-0.004225273477,-0.01697146189,0,6.366462912e-12,1.818989404e-11,0,0.001083753591,0.004353063269,0,5.521176141e-06,7.266774814e-08,0,-1.85560752e-06,4.003527056e-06,0,-9.04848917,-7.646385576,0,-2220735.368,972156.1737,0
10.27138271,10.13349846,9.387549892,1786.889202,0.2,0.3903851863,196.3075999,17.0423,100000,8739.291718,-36855.73979,0,1,-6.98491931e-09,2321.880159,80144.049,33152.71379,206916.48,196.3453369,11058.67194,196.3121814,30825.25727,-3751267.961,0,823001.4521,-1.156565781e+11,10.27138271,-1.156565781e+11,-2.680956896,160612.4812,160612.4812,0,160612.4812,0,17.0423,17.0423,17.0423,0.0001719183672,2.398255781e-05,0,-0.007385234402,-0.016769886,0,9.387549892,9.387549892,0,0.02177976739,0.006772435678,0,-1.364242053e-11,-5.456968211e-12,0,-0.01006020865,-0.003128229735,0,8.04847579e-06,-2.639307641e-06,0,2.491863415e-06,7.728716788e-06,0,0.003763440721,-0.01739941628,0,3.637978807e-12,-7.275957614e-12,0,-0.001989799809,0.009199389004,0,6.083512344e-06,-1.811352632e-06,0,8.205251305e-08,7.429259236e-06,0,-12.00412554,-1.40065894,0,-2221147.846,972455.1424,0
10.03405894,9.978076028,9.316931568,1782.638174,0.2,0.4666411693,30.48610907,14.46380004,100000,8675.689554,-31324.47026,0,1,-2.095475793e-09,99.66129232,80144.049,4851.571937,206916.48,30.82501385,505.2513429,30.58172739,4801.992459,-3226479.63,0,-51878.79684,-1.832997532e+10,10.03405894,-1.832997532e+10,-2.106958428,868262.0226,868262.0226,0,868262.0226,0,14.46380004,14.46380004,14.46380004,0.0002022386577,3.054925819e-05,0,-0.002139770825,-0.02406011764,0,9.316931568,9.316931568,0,0.03108602612,-0.001316716717,0,-4.547473509e-13,1.818989404e-12,0,-0.01435882685,0.0006081995581,0,3.037132053e-06,1.953540073e-06,0,2.216132408e-06,1.06975914e-05,0,0.01201214812,-0.02238488453,0,6.139089237e-12,3.637978807e-12,0,-0.006351041989,0.01183529708,0,2.690284951e-06,-5.932215841e-07,0,3.735231731e-06,4.265723265e-06,0,-11.97750951,1.442717376,0,-2221559.83,972754.6829,0
9.964013109,9.837724493,9.238318307,1774.489254,0.2,0.5188635521,418.4299752,11.85720019,100000,8556.615331,-26098.03844,0,1,9.313225746e-10,8975.053129,80144.049,77399.16401,206916.48,418.2799381,39004.4094,418.2022194,65666.7911,-2621842.507,0,-99600.70328,-9808655731,9.964013109,-9808655731,-1.93971926,52454.98824,52454.98824,0,52454.98824,0,11.85720019,11.85720019,11.85720019,0.0002417139787,4.078437567e-05,0,-0.002456295148,-0.03148459392,0,9.238318307,9.238318307,0,0.0377604146,-0.009191961766,0,6.139089237e-11,7.275957614e-12,0,-0.009295833771,0.002262871039,0,-1.179448961e-06,2.557741811e-06,0,3.068636559e-06,8.86942888e-06,0,0.01603516983,-0.02891199312,0,1.955413609e-11,2.182787284e-11,0,-0.003751978976,0.006764954252,0,-7.871377881e-07,1.067374893e-06,0,5.287723526e-06,3.22676511e-06,0,-11.18008364,1.481487337,0,-2221972.855,973052.6945,0
9.69588183,9.570786008,9.145100361,1765.641316,0.2,0.6813003486,441.05,12.1807,100000,8452.934815,-21360.64857,0,1,3.492459655e-09,9919.957393,80144.049,82592.08259,206916.48,441.0670237,42609.81307,441.0610866,69256.12752,-2136618.156,0,-84853.49028,-7256036222,9.69588183,-7256036222,-1.656508231,51102.16911,51102.16911,0,51102.16911,0,12.1807,12.1807,12.1807,0.0002713573572,4.864207884e-05,0,-0.01125704272,-0.02794864142,0,9.145100361,9.145100361,0,0.04091276849,-0.01365450538,0,-6.548361853e-11,1.818989404e-11,0,-0.009487468889,0.00316641234,0,8.718156553e-07,1.461447209e-06,0,3.68766343e-06,5.829204939e-06,0,0.0172364451,-0.03117014361,0,-4.001776688e-11,8.731149137e-11,0,-0.003781225889,0.006837915433,0,8.382666198e-07,1.026695471e-06,0,3.514455201e-06,2.058759877e-06,0,-10.43406325,2.151522094,0,-2222365.641,973375.8678,0
9.736026333,9.581946111,9.068293966,1762.700659,0.2,0.5840366756,501.0899901,13.07660003,100000,8431.838733,-16818.03888,0,1,-1.303851604e-08,12591.16785,80144.049,96285.93591,206916.48,501.0736364,52703.31115,501.0666059,78678.29153,-1676030.659,0,-63179.07698,-8934190189,9.736026333,-8934190189,-1.460603235,48290.8627,48290.8627,0,48290.8627,0,13.07660003,13.07660003,13.07660003,0.0002651119518,5.673307029e-05,0,-0.003221259824,-0.0295506328,0,9.068293966,9.068293966,0,0.04511879777,-0.0175297231,0,-5.911715562e-11,7.275957614e-12,0,-0.009068518543,0.00352333455,0,8.106870212e-06,-3.759317371e-06,0,2.616875381e-06,5.633627243e-06,0,0.0197988981,-0.03234010623,0,-5.820766091e-11,6.184563972e-11,0,-0.003725973842,0.006086115967,0,6.708628837e-06,-1.465276302e-06,0,-2.844187814e-07,4.160830768e-06,0,-10.07234749,2.76933132,0,-2222723.396,973739.1503,0
10.26357695,10.14223758,9.009602423,1748.03578,0.2,-0.04205076987,23.51281798,15.52610005,100000,8490.232631,-12132.98058,0,1,3.259629011e-09,89.75054506,80144.049,3835.975598,206916.48,23.88057368,452.1587919,23.61510137,3805.851428,-1251290.537,0,-112439.5018,-7214852852,10.26357695,-7214852852,-1.120786931,1203064.242,1203064.242,0,1203064.242,0,15.52610005,15.52610005,15.52610005,0.0002553588066,6.170253006e-05,0,0.007246194583,-0.006440001944,0,9.009602423,9.009602423,0,0.04988158115,-0.01378218395,0,2.68300937e-11,0,0,-0.02304060944,0.00636607562,0,8.189704453e-06,-4.496548931e-06,0,4.832676592e-06,4.635018317e-06,0,0.02317075192,-0.02472380505,0,1.182343112e-11,-1.818989404e-12,0,-0.01225079951,0.01307192705,0,4.363775791e-06,-4.954451687e-07,0,4.324606206e-06,2.1917159e-06,0,-9.814146311,4.210211655,0,-2223038.727,974136.093,0
10.41347272,10.37813765,8.96216194,1750.895226,0.2,-0.3311338468,233.9926935,19.25109988,100000,8611.696175,-7403.553883,0,1,-8.149072528e-09,4299.64631,80144.049,40148.86731,206916.48,233.9818554,19989.3583,233.9680716,36738.04626,-820026.0904,0,-30603.54394,-2214799956,10.41347272,-2214799956,-1.127422281,152245.5456,152245.5456,0,152245.5456,0,19.25109988,19.25109988,19.25109988,0.0002477608553,6.727748753e-05,0,0.001628308244,0.004996755672,0,8.96216194,8.96216194,0,0.04989188163,-0.01131699415,0,-4.547473509e-11,-2.273736754e-12,0,-0.02297133771,0.005210597116,0,4.351180074e-06,5.021882034e-06,0,5.915230002e-06,4.352501484e-06,0,0.02192791307,-0.01739432841,0,1.182343112e-11,-6.366462912e-12,0,-0.009888420359,0.007843994575,0,2.471208642e-06,4.130383553e-06,0,6.407408324e-06,-1.226373126e-07,0,-9.740389294,4.103277887,0,-2223333.028,974548.9868,0
9.842850421,9.825963504,8.92125247,1750.221038,0.2,0.1751788696,269.1909998,19.9718,100000,8764.057649,-3144.258056,0,1,-6.519258022e-09,5058.332786,80144.049,46757.13073,206916.48,269.1903058,23289.74414,269.1856803,42267.97233,-364311.8441,0,1256.93179,-1560494895,9.842850421,-1560494895,-1.069555209,137286.9268,137286.9268,0,137286.9268,0,19.9718,19.9718,19.9718,0.0002393330601,7.290555356e-05,0,0.008789069013,-0.005919721779,0,8.92125247,8.92125247,0,0.05223554051,-0.01624774366,0,-1.182343112e-11,2.000888344e-11,0,-0.02074583271,0.006452943121,0,5.658476864e-06,4.607594509e-06,0,4.753684612e-06,6.193824367e-06,0,0.02390915196,-0.02054392595,0,1.728039933e-11,-7.275957614e-12,0,-0.009251998645,0.007949774855,0,4.352349443e-06,2.612606985e-06,0,3.337052405e-06,3.414690429e-06,0,-9.203239037,3.855462994,0,-2223621.974,974967.8702,0
9.695047035,9.693372212,8.88687363,1741.794088,0.2,0.2692298704,291.7040988,20.55309997,100000,8941.073787,1048.874732,0,1,-4.190951586e-09,5785.846058,80144.049,50998.20909,206916.48,291.6885181,26469.25263,291.6781962,45799.78367,-5505.206605,0,13300.36106,-1194731609,9.695047035,-1194731609,-0.8719926664,130384.7162,130384.7162,0,130384.7162,0,20.55309997,20.55309997,20.55309997,0.0002311878315,7.918022869e-05,0,0.0142283948,-0.007799121289,0,8.88687363,8.88687363,0,0.05580736762,-0.01972530605,0,-1.818989404e-11,9.094947018e-12,0,-0.02036565563,0.007198311037,0,3.772108887e-06,2.971651044e-07,0,5.06160918e-06,4.900156462e-06,0,0.02683331807,-0.02265711193,0,-3.637978807e-12,1.182343112e-11,0,-0.009512973644,0.008032421041,0,3.2922613e-06,3.202803069e-07,0,3.249523285e-06,2.608412409e-06,0,-8.627723452,4.26776012,0,-2223905.058,975391.6457,0
9.642469483,9.641925268,8.86182022,1737.036318,0.2,0.2925907659,276.1963,20.3389,100000,9178.962063,5309.56766,0,1,-6.519258022e-09,5719.158058,80144.049,47872.91232,206916.48,276.1962144,26325.10855,276.2012857,43369.57408,1701.249552,0,9224.35335,-627709023.5,9.642469483,-627709023.5,-0.7175664236,136242.3932,136242.3932,0,136242.3932,0,20.3389,20.3389,20.3389,0.0002234435673,8.480807343e-05,0,0.01460669237,-0.002624499713,0,8.86182022,8.86182022,0,0.05739434013,-0.01995968508,0,-2.728484105e-12,-3.637978807e-12,0,-0.02222179076,0.007727938759,0,2.425003055e-06,-1.826201083e-06,0,6.001811886e-06,4.385399981e-06,0,0.0283972349,-0.02174004508,0,1.455191523e-11,-6.366462912e-12,0,-0.01071444939,0.008202651195,0,2.886527939e-06,-1.141222753e-06,0,3.432905334e-06,2.543169497e-06,0,-8.317718823,4.729886705,0,-2224171.569,975825.9395,0
9.667662017,9.660530019,8.847799543,1731.715754,0.2,0.2582681789,267.0157951,20.25039991,100000,9453.524214,9492.982359,0,1,-7.217749953e-09,5625.535823,80144.049,45985.91739,206916.48,267.0012814,26020.91646,267.0004461,41924.84331,12560.49292,0,-54747.93894,1180035673,9.667662017,1180035673,-0.6882112395,140273.138,140273.138,0,140273.138,0,20.25039991,20.25039991,20.25039991,0.0002139124318,9.036134511e-05,0,0.01537001217,-0.008676720895,0,8.847799543,8.847799543,0,0.05771025354,-0.02046758161,0,-3.456079867e-11,1.000444172e-11,0,-0.02318744468,0.008223684482,0,4.283651331e-06,-9.873526827e-07,0,7.797882028e-06,5.684789852e-06,0,0.02927883517,-0.0217741546,0,-9.094947018e-13,5.456968211e-12,0,-0.01148837021,0.008543698805,0,5.08536711e-06,-1.594115633e-06,0,4.47587712e-06,5.393246488e-06,0,-8.022218774,4.581162577,0,-2224413.788,976274.3135,0
9.319645351,9.4362947,8.840325128,1722.02438,0.2,0.4741243282,171.2678,18.6802,100000,9753.356764,13229.14595,0,1,-1.862645149e-09,2817.023873,80144.049,29496.16952,206916.48,171.2829099,13471.67495,171.2659882,27881.21541,-8886.002741,0,42485.42055,3698003033,9.319645351,3698003033,-0.6532760638,201614.59,201614.59,0,201614.59,0,18.6802,18.6802,18.6802,0.0002044239314,9.363115305e-05,0,0.01281655651,-0.01427926375,0,8.840325128,8.840325128,0,0.05413121728,-0.02021270773,0,-5.456968211e-12,6.366462912e-12,0,-0.02500354253,0.009336374143,0,1.010732832e-05,8.475777479e-06,0,1.092023783e-05,6.04363158e-06,0,0.02685326652,-0.02122354043,0,-4.547473509e-12,9.094947018e-13,0,-0.0141978122,0.01122127325,0,7.186248502e-06,6.312464308e-06,0,8.047002289e-06,4.785504338e-06,0,-7.563937786,4.297557467,0,-2224647.157,976727.3443,0
9.101076989,9.378766756,8.835666344,1714.556625,0.2,0.526429557,59.1566041,16.80240007,100000,10058.71418,16817.23009,0,1,-4.190951586e-09,397.8513433,80144.049,9463.578491,206916.48,59.25556034,1986.763978,59.20076673,9295.800456,-16950.00433,0,157604.0296,5184499536,9.101076989,5184499536,-0.4526208935,523899.3794,523899.3794,0,523899.3794,0,16.80240007,16.80240007,16.80240007,0.000195118172,6.904094951e-05,0,0.007005653207,-0.01562540847,0,8.835666344,8.835666344,0,0.04669816152,-0.0177946503,0,-9.777068044e-12,2.273736754e-12,0,-0.02157016831,0.008219458528,0,1.642243889e-05,1.567830706e-05,0,1.168401155e-05,6.829135885e-06,0,0.01958575034,-0.01769412362,0,2.046363079e-12,9.094947018e-13,0,-0.01035534373,0.009355206155,0,1.101511985e-05,1.296764701e-05,0,8.803844895e-06,4.650874615e-06,0,-6.742032549,4.478928082,0,-2224885.14,977175.6598,0
9.020495746,9.371090722,8.807662615,1704.448505,0.2,0.5027120973,34.61320614,16.5779001,100000,10385.24195,20426.67319,0,1,2.328306437e-09,133.7311909,80144.049,5492.039712,206916.48,34.67177178,676.8535233,34.63998567,5439.226759,-18398.24845,0,263545.3488,4066700272,9.020495746,4066700272,-0.09801157654,882782.9038,882782.9038,0,882782.9038,0,16.5779001,16.5779001,16.5779001,0.000185623974,3.069088073e-05,0,0.006139363313,-0.02415553791,0,8.807662615,8.807662615,0,0.03627235338,-0.02033255662,0,2.50111043e-12,-3.637978807e-12,0,-0.01675442334,0.009391733084,0,2.331228449e-05,1.746612029e-05,0,8.727934166e-06,7.691942165e-06,0,0.01236515443,-0.01945087787,0,7.958078641e-13,-2.728484105e-12,0,-0.006537682868,0.0102840342,0,1.294535877e-05,1.094702968e-05,0,5.897459613e-06,6.02994852e-06,0,-5.673191344,5.183133461,0,-2225129.817,977619.8478,0
8.843308851,9.053232427,8.772912534,1690.390889,0.2,0.7816139225,137.7207962,18.64589993,100000,10719.34756,24199.60662,0,1,-6.98491931e-10,1306.618591,80144.049,22520.00953,206916.48,137.7128044,6419.403852,137.7065641,21622.90816,-8910.749516,0,137558.0988,1354015048,8.843308851,1354015048,0.2327041403,249766.0729,249766.0729,0,249766.0729,0,18.64589993,18.64589993,18.64589993,0.0001774438965,2.204838664e-05,0,0.002094622192,-0.02185092225,0,8.772912534,8.772912534,0,0.03123776697,-0.02430266789,0,6.821210263e-12,-1.818989404e-12,0,-0.01442891688,0.01122555192,0,1.989373964e-05,1.645785489e-05,0,4.722227114e-06,5.381128763e-06,0,0.0111701718,-0.02354780726,0,9.663381206e-13,2.728484105e-12,0,-0.005905873735,0.01245015555,0,9.126111318e-06,5.649127826e-06,0,2.750673571e-06,3.421435667e-06,0,-4.904199835,6.067720537,0,-2225379.513,978061.2093,0
9.435972562,9.45177116,8.737431572,1684.291912,0.2,0.3432993668,124.7524995,18.55899999,100000,11057.76686,28192.17195,0,1,7.916241884e-09,1051.820972,80144.049,20295.84261,206916.48,124.7504568,5200.049818,124.7476981,19588.08599,-4609.903396,0,-17060.43191,-133068313.8,9.435972562,-133068313.8,0.7252989472,274143.7164,274143.7164,0,274143.7164,0,18.55899999,18.55899999,18.55899999,0.0001665193495,1.237698508e-05,0,0.0007149407114,-0.009916076069,0,8.737431572,8.737431572,0,0.02561167113,-0.02662196941,0,-5.798028724e-12,-3.637978807e-12,0,-0.01183018858,0.01229685157,0,1.372542995e-05,7.097829835e-06,0,5.823230325e-07,6.023713243e-06,0,0.0115241171,-0.02354263632,0,1.392663762e-12,-1.364242053e-12,0,-0.006093011079,0.01244742158,0,6.137361952e-06,-1.560359133e-06,0,-5.353647546e-07,5.756345683e-06,0,-3.64568036,7.272175096,0,-2225633.441,978500.1387,0
9.071194433,9.079357893,8.700969211,1679.447768,0.2,0.6748366175,87.20090107,17.97810002,100000,11390.96423,32172.19791,0,1,4.656612873e-10,721.2236103,80144.049,16083.61974,206916.48,87.21870862,3586.942918,87.22398845,15707.87327,-27115.74136,0,1210.620514,186304475.3,9.071194433,186304475.3,0.8290352419,379387.5654,379387.5654,0,379387.5654,0,17.97810002,17.97810002,17.97810002,0.0001568162968,1.384658302e-05,0,0.0093441321,-0.01224160599,0,8.700969211,8.700969211,0,0.03011893229,-0.03648593368,0,-3.183231456e-12,-6.366462912e-12,0,-0.01391212026,0.0168530774,0,1.217781204e-05,3.960154132e-06,0,-4.427317048e-06,8.085742962e-06,0,0.01895146863,-0.03277916327,0,6.366462912e-12,-9.549694369e-12,0,-0.01001998742,0.01733094199,0,6.982718715e-06,-2.816514334e-06,0,-7.614517516e-06,8.485589381e-06,0,-3.060656089,7.205832299,0,-2225888.16,978940.2679,0
9.157698585,9.168959441,8.669182345,1669.091262,0.2,0.5496005011,80.73560018,18.0113,100000,11613.30313,36125.221,0,1,-2.328306437e-09,856.9349983,80144.049,22142.39267,206916.48,80.73861409,4228.964519,80.73867538,21674.72666,-32679.44956,0,2308.766191,419874363.8,9.157698585,419874363.8,1.064642685,410055.4428,410055.4428,0,410055.4428,0,18.0113,18.0113,18.0113,0.0001470054191,1.904337062e-05,0,0.0167807297,-0.01567617006,0,8.669182345,8.669182345,0,0.03654586717,-0.05182077876,0,-1.637090463e-11,1.546140993e-11,0,-0.01688076104,0.02393633675,0,7.666064115e-06,3.897055039e-06,0,-8.026591999e-06,7.311577074e-06,0,0.02709099297,-0.0495164586,0,0,1.909938874e-11,0,-0.01432350252,0.02618025556,0,5.055688517e-06,-2.364145621e-06,0,-1.440119347e-05,1.14746206e-05,0,-2.291390967,7.614604391,0,-2226144.696,979379.8233,0
9.448124217,9.456575472,8.642306401,1656.584419,0.2,0.231855277,107.8544235,18.62699995,100000,11684.51569,40007.5206,0,1,-5.12227416e-09,1825.516035,80144.049,43553.51037,206916.48,108.0133457,8840.088919,107.8934239,42317.83089,-22803.17049,0,9.189960891,350709205.7,9.448124217,350709205.7,1.140699901,316542.1553,316542.1553,0,316542.1553,0,18.62699995,18.62699995,18.62699995,0.000138385692,2.526923281e-05,0,0.01743511293,-0.01879691376,0,8.642306401,8.642306401,0,0.03957875066,-0.07132342677,0,7.094058674e-11,-1.273292582e-10,0,-0.0182816686,0.03294472994,0,-4.704363976e-06,8.622547847e-06,0,7.249558329e-06,-7.474039345e-06,0,0.03213157874,-0.07594679787,0,1.273292582e-11,1.109583536e-10,0,-0.01698855223,0.04015445841,0,-6.454681641e-06,6.416100924e-06,0,7.299308056e-06,-1.039957255e-05,0,-2.298735117,8.002234624,0,-2226401.382,979817.2823,0
